,Unnamed: 0,doc_id,doc_index,p_sentence_processed,p_index,entity,entity_id,entity_index,categ,tipo,subtipo,tipo_final,tiporel,corel
280,1042,relkj7666,16,"O Arquivo Histórico preserva, ainda, importante coleção referente ao compositor brasileiro Ântonio Carlos Gomes , que inclui o primeiro volume da partitura original de um de seus primeiros trabalhos, a ópera "" Joana de Flandres "". Formada a partir de diversas doações, a coleção reúne 216 documentos, entre desenhos de cenários, cartas, fotografias, partituras originais e libretos de algumas obras como "" Condor "", "" Morena "" e "" Colombo "", preciosos para uma melhor compreensão do trabalho de Carlos Gomes , cuja obra de maior sucesso, "" O Guarani "", estreou no Teatro Scala de Milão | Teatro Scala de Milão em 1870 , sendo encenada em diversos países.",209,Milão,relkj7666-4,10,LOCAL,HUMANO,DIVISAO,local,,
281,1043,relkj7666,16,"O Arquivo Histórico preserva, ainda, importante coleção referente ao compositor brasileiro Ântonio Carlos Gomes , que inclui o primeiro volume da partitura original de um de seus primeiros trabalhos, a ópera "" Joana de Flandres "". Formada a partir de diversas doações, a coleção reúne 216 documentos, entre desenhos de cenários, cartas, fotografias, partituras originais e libretos de algumas obras como "" Condor "", "" Morena "" e "" Colombo "", preciosos para uma melhor compreensão do trabalho de Carlos Gomes , cuja obra de maior sucesso, "" O Guarani "", estreou no Teatro Scala de Milão | Teatro Scala de Milão em 1870 , sendo encenada em diversos países.",209,Teatro Scala de Milão,relkj7666-5,11,LOCAL,HUMANO,CONSTRUCAO,local,,
282,1044,relkj7666,16,"O Arquivo Histórico preserva, ainda, importante coleção referente ao compositor brasileiro Ântonio Carlos Gomes , que inclui o primeiro volume da partitura original de um de seus primeiros trabalhos, a ópera "" Joana de Flandres "". Formada a partir de diversas doações, a coleção reúne 216 documentos, entre desenhos de cenários, cartas, fotografias, partituras originais e libretos de algumas obras como "" Condor "", "" Morena "" e "" Colombo "", preciosos para uma melhor compreensão do trabalho de Carlos Gomes , cuja obra de maior sucesso, "" O Guarani "", estreou no Teatro Scala de Milão | Teatro Scala de Milão em 1870 , sendo encenada em diversos países.",209,em 1870,relkj7666-340,12,TEMPO,TEMPO_CALEND,DATA,tempo,,
283,1045,relkj7666,16,"A Coleção Eusébio de Queirós engloba 350 documentos, sobretudo correspondências trocadas entre políticos e seus familiares, versando, principalmente, sobre a repressão ao tráfico negreiro e temas políticos e judiciais. Magistrado e político brasileiro, nascido em Angola em 1812 , Eusébio de Queirós Coutinho Matoso da Câmara exerceu o cargo de Ministro da Justiça de 1848 a 1852 , destacando-se como autor de duas importantes leis do Império : a lei 556 , que criava o Código Comercial , e o decreto 708 , que estabelecia medidas para a repressão ao tráfico de africanos.",210,Coleção Eusébio de Queirós,relkj7666-341,0,COISA|OBRA,OBJECTO|ARTE,,obra,,
284,1046,relkj7666,16,"A Coleção Eusébio de Queirós engloba 350 documentos, sobretudo correspondências trocadas entre políticos e seus familiares, versando, principalmente, sobre a repressão ao tráfico negreiro e temas políticos e judiciais. Magistrado e político brasileiro, nascido em Angola em 1812 , Eusébio de Queirós Coutinho Matoso da Câmara exerceu o cargo de Ministro da Justiça de 1848 a 1852 , destacando-se como autor de duas importantes leis do Império : a lei 556 , que criava o Código Comercial , e o decreto 708 , que estabelecia medidas para a repressão ao tráfico de africanos.",210,350,relkj7666-342,1,VALOR,QUANTIDADE,,valor,,
285,1047,relkj7666,16,"A Coleção Eusébio de Queirós engloba 350 documentos, sobretudo correspondências trocadas entre políticos e seus familiares, versando, principalmente, sobre a repressão ao tráfico negreiro e temas políticos e judiciais. Magistrado e político brasileiro, nascido em Angola em 1812 , Eusébio de Queirós Coutinho Matoso da Câmara exerceu o cargo de Ministro da Justiça de 1848 a 1852 , destacando-se como autor de duas importantes leis do Império : a lei 556 , que criava o Código Comercial , e o decreto 708 , que estabelecia medidas para a repressão ao tráfico de africanos.",210,Angola,relkj7666-343,2,LOCAL,HUMANO,PAIS,local,,
286,1048,relkj7666,16,"A Coleção Eusébio de Queirós engloba 350 documentos, sobretudo correspondências trocadas entre políticos e seus familiares, versando, principalmente, sobre a repressão ao tráfico negreiro e temas políticos e judiciais. Magistrado e político brasileiro, nascido em Angola em 1812 , Eusébio de Queirós Coutinho Matoso da Câmara exerceu o cargo de Ministro da Justiça de 1848 a 1852 , destacando-se como autor de duas importantes leis do Império : a lei 556 , que criava o Código Comercial , e o decreto 708 , que estabelecia medidas para a repressão ao tráfico de africanos.",210,em 1812,relkj7666-344,3,TEMPO,TEMPO_CALEND,DATA,tempo,,
287,1049,relkj7666,16,"A Coleção Eusébio de Queirós engloba 350 documentos, sobretudo correspondências trocadas entre políticos e seus familiares, versando, principalmente, sobre a repressão ao tráfico negreiro e temas políticos e judiciais. Magistrado e político brasileiro, nascido em Angola em 1812 , Eusébio de Queirós Coutinho Matoso da Câmara exerceu o cargo de Ministro da Justiça de 1848 a 1852 , destacando-se como autor de duas importantes leis do Império : a lei 556 , que criava o Código Comercial , e o decreto 708 , que estabelecia medidas para a repressão ao tráfico de africanos.",210,Eusébio de Queirós Coutinho Matoso da Câmara,relkj7666-345,4,PESSOA,INDIVIDUAL,,individuo,natural_de data_nascimento ident,relkj7666-343 relkj7666-344 relkj7666-341
288,1050,relkj7666,16,"A Coleção Eusébio de Queirós engloba 350 documentos, sobretudo correspondências trocadas entre políticos e seus familiares, versando, principalmente, sobre a repressão ao tráfico negreiro e temas políticos e judiciais. Magistrado e político brasileiro, nascido em Angola em 1812 , Eusébio de Queirós Coutinho Matoso da Câmara exerceu o cargo de Ministro da Justiça de 1848 a 1852 , destacando-se como autor de duas importantes leis do Império : a lei 556 , que criava o Código Comercial , e o decreto 708 , que estabelecia medidas para a repressão ao tráfico de africanos.",210,Ministro da Justiça,relkj7666-346,5,PESSOA,CARGO,,individuo,ident,relkj7666-345
289,1051,relkj7666,16,"A Coleção Eusébio de Queirós engloba 350 documentos, sobretudo correspondências trocadas entre políticos e seus familiares, versando, principalmente, sobre a repressão ao tráfico negreiro e temas políticos e judiciais. Magistrado e político brasileiro, nascido em Angola em 1812 , Eusébio de Queirós Coutinho Matoso da Câmara exerceu o cargo de Ministro da Justiça de 1848 a 1852 , destacando-se como autor de duas importantes leis do Império : a lei 556 , que criava o Código Comercial , e o decreto 708 , que estabelecia medidas para a repressão ao tráfico de africanos.",210,de 1848 a 1852,relkj7666-347,6,TEMPO,TEMPO_CALEND,INTERVALO,tempo,,
290,1052,relkj7666,16,"A Coleção Eusébio de Queirós engloba 350 documentos, sobretudo correspondências trocadas entre políticos e seus familiares, versando, principalmente, sobre a repressão ao tráfico negreiro e temas políticos e judiciais. Magistrado e político brasileiro, nascido em Angola em 1812 , Eusébio de Queirós Coutinho Matoso da Câmara exerceu o cargo de Ministro da Justiça de 1848 a 1852 , destacando-se como autor de duas importantes leis do Império : a lei 556 , que criava o Código Comercial , e o decreto 708 , que estabelecia medidas para a repressão ao tráfico de africanos.",210,Império,relkj7666-348,7,ORGANIZACAO,ADMINISTRACAO,,organizacao,vinculo_inst ident,relkj7666-345 relkj7666-308
291,1053,relkj7666,16,"A Coleção Eusébio de Queirós engloba 350 documentos, sobretudo correspondências trocadas entre políticos e seus familiares, versando, principalmente, sobre a repressão ao tráfico negreiro e temas políticos e judiciais. Magistrado e político brasileiro, nascido em Angola em 1812 , Eusébio de Queirós Coutinho Matoso da Câmara exerceu o cargo de Ministro da Justiça de 1848 a 1852 , destacando-se como autor de duas importantes leis do Império : a lei 556 , que criava o Código Comercial , e o decreto 708 , que estabelecia medidas para a repressão ao tráfico de africanos.",210,Código Comercial,relkj7666-350,8,OBRA,PLANO,,obra,,
292,1054,relkj7666,16,"A Coleção Eusébio de Queirós engloba 350 documentos, sobretudo correspondências trocadas entre políticos e seus familiares, versando, principalmente, sobre a repressão ao tráfico negreiro e temas políticos e judiciais. Magistrado e político brasileiro, nascido em Angola em 1812 , Eusébio de Queirós Coutinho Matoso da Câmara exerceu o cargo de Ministro da Justiça de 1848 a 1852 , destacando-se como autor de duas importantes leis do Império : a lei 556 , que criava o Código Comercial , e o decreto 708 , que estabelecia medidas para a repressão ao tráfico de africanos.",210,decreto 708,relkj7666-351,9,OBRA,PLANO,,obra,,
293,1055,relkj7666,16,"Missão Salesiana em Mato Grosso , 1908",211,Missão Salesiana,relkj7666-352,0,ABSTRACCAO|ORGANIZACAO,DISCIPLINA|INSTITUICAO,,organizacao,,
294,1056,relkj7666,16,"Missão Salesiana em Mato Grosso , 1908",211,Mato Grosso,relkj7666-353,1,LOCAL,HUMANO,DIVISAO,local,incluido sede_de,relkj7666-308 relkj7666-352
295,1057,relkj7666,16,"Missão Salesiana em Mato Grosso , 1908",211,1908,relkj7666-354,2,TEMPO,TEMPO_CALEND,DATA,tempo,,
296,1058,relkj7666,16,"Documentação pessoal, álbuns de fotografias e documentos cartográficos compõem a "" Coleção Miguel Calmon Du Pin e Almeida "", engenheiro e político brasileiro, que ocupou o cargo de Ministro de Viação e Obras Públicas no Governo Afonso Pena , entre 1906 e 1909 e de Ministro da Agricultura no mandato de Artur Bernardes , de 1922 a 1926 .",213,Coleção Miguel Calmon Du Pin e Almeida,relkj7666-355,0,COISA|OBRA,OBJECTO|ARTE,,obra,,
297,1059,relkj7666,16,"Documentação pessoal, álbuns de fotografias e documentos cartográficos compõem a "" Coleção Miguel Calmon Du Pin e Almeida "", engenheiro e político brasileiro, que ocupou o cargo de Ministro de Viação e Obras Públicas no Governo Afonso Pena , entre 1906 e 1909 e de Ministro da Agricultura no mandato de Artur Bernardes , de 1922 a 1926 .",213,Ministro de Viação e Obras Públicas,relkj7666-356,1,PESSOA,CARGO,,individuo,,
298,1060,relkj7666,16,"Documentação pessoal, álbuns de fotografias e documentos cartográficos compõem a "" Coleção Miguel Calmon Du Pin e Almeida "", engenheiro e político brasileiro, que ocupou o cargo de Ministro de Viação e Obras Públicas no Governo Afonso Pena , entre 1906 e 1909 e de Ministro da Agricultura no mandato de Artur Bernardes , de 1922 a 1926 .",213,Governo Afonso Pena,relkj7666-357,2,ORGANIZACAO,ADMINISTRACAO,,organizacao,vinculo_inst,relkj7666-356
299,1061,relkj7666,16,"Documentação pessoal, álbuns de fotografias e documentos cartográficos compõem a "" Coleção Miguel Calmon Du Pin e Almeida "", engenheiro e político brasileiro, que ocupou o cargo de Ministro de Viação e Obras Públicas no Governo Afonso Pena , entre 1906 e 1909 e de Ministro da Agricultura no mandato de Artur Bernardes , de 1922 a 1926 .",213,entre 1906 e 1909,relkj7666-358,3,TEMPO,TEMPO_CALEND,INTERVALO,tempo,,
300,1062,relkj7666,16,"Documentação pessoal, álbuns de fotografias e documentos cartográficos compõem a "" Coleção Miguel Calmon Du Pin e Almeida "", engenheiro e político brasileiro, que ocupou o cargo de Ministro de Viação e Obras Públicas no Governo Afonso Pena , entre 1906 e 1909 e de Ministro da Agricultura no mandato de Artur Bernardes , de 1922 a 1926 .",213,Ministro da Agricultura,relkj7666-359,4,PESSOA,CARGO,,individuo,,
301,1063,relkj7666,16,"Documentação pessoal, álbuns de fotografias e documentos cartográficos compõem a "" Coleção Miguel Calmon Du Pin e Almeida "", engenheiro e político brasileiro, que ocupou o cargo de Ministro de Viação e Obras Públicas no Governo Afonso Pena , entre 1906 e 1909 e de Ministro da Agricultura no mandato de Artur Bernardes , de 1922 a 1926 .",213,Artur Bernardes,relkj7666-360,5,PESSOA,INDIVIDUAL,,individuo,,
302,1064,relkj7666,16,"Documentação pessoal, álbuns de fotografias e documentos cartográficos compõem a "" Coleção Miguel Calmon Du Pin e Almeida "", engenheiro e político brasileiro, que ocupou o cargo de Ministro de Viação e Obras Públicas no Governo Afonso Pena , entre 1906 e 1909 e de Ministro da Agricultura no mandato de Artur Bernardes , de 1922 a 1926 .",213,de 1922 a 1926,relkj7666-361,6,TEMPO,TEMPO_CALEND,INTERVALO,tempo,,
303,1065,relkj7666,16,"As fotografias documentam as principais obras que significaram a incorporação dos ideais de progresso e modernização pelo Brasil no começo do século XX , assim como as diversas áreas indígenas encontradas ao longo deste trabalho.",214,Brasil,relkj7666-362,0,ORGANIZACAO|PESSOA,ADMINISTRACAO|POVO,,organizacao,,
304,1066,relkj7666,16,"As fotografias documentam as principais obras que significaram a incorporação dos ideais de progresso e modernização pelo Brasil no começo do século XX , assim como as diversas áreas indígenas encontradas ao longo deste trabalho.",214,no começo do século XX,relkj7666-363,1,TEMPO,TEMPO_CALEND,DATA,tempo,,
305,1067,relkj7666,16,Aquarelas de Sophia Jobim para Ilustrar suas aulas de indumentária,215,Sophia Jobim,relkj7666-364,0,PESSOA,INDIVIDUAL,,individuo,,
306,1068,relkj7666,16,"A moda também faz parte do Arquivo Histórico . Quem pesquisa a indumentária civil e militar não pode deixar de consultar as coleções "" Sophia Jobim Magno de Carvalho "" e "" Uniformes Militares "".",216,Arquivo Histórico,relkj7666-365,0,ORGANIZACAO|COISA,INSTITUICAO|OBJECTO,,organizacao,ident,relkj7666-305
307,1069,relkj7666,16,"A moda também faz parte do Arquivo Histórico . Quem pesquisa a indumentária civil e militar não pode deixar de consultar as coleções "" Sophia Jobim Magno de Carvalho "" e "" Uniformes Militares "".",216,Sophia Jobim Magno de Carvalho,relkj7666-366,1,COISA|OBRA,OBJECTO|ARTE,,obra,,
308,1070,relkj7666,16,"A moda também faz parte do Arquivo Histórico . Quem pesquisa a indumentária civil e militar não pode deixar de consultar as coleções "" Sophia Jobim Magno de Carvalho "" e "" Uniformes Militares "".",216,Uniformes Militares,relkj7666-367,2,COISA|OBRA,OBJECTO|ARTE,,obra,,
309,1071,relkj7666,16,"Museóloga e desenhista, Sophia Jobim lecionava na Escola Nacional de Belas Artes a disciplina de Indumentária Histórica .",217,Sophia Jobim,relkj7666-368,0,PESSOA,INDIVIDUAL,,individuo,ident,relkj7666-364
310,1072,relkj7666,16,"Museóloga e desenhista, Sophia Jobim lecionava na Escola Nacional de Belas Artes a disciplina de Indumentária Histórica .",217,Escola Nacional de Belas Artes,relkj7666-369,1,ORGANIZACAO,INSTITUICAO,,organizacao,vinculo_inst,relkj7666-364
311,1073,relkj7666,16,"Museóloga e desenhista, Sophia Jobim lecionava na Escola Nacional de Belas Artes a disciplina de Indumentária Histórica .",217,Indumentária Histórica,relkj7666-370,2,ABSTRACCAO,DISCIPLINA,,abstraccao,,
312,1074,relkj7666,16,"Através de suas constantes viagens pelo mundo, colecionou um vasto acervo de trajes típicos, fundando, em 1960 , o primeiro Museu de Indumentária Histórica e Antigüidades da América Latina | Museu de Indumentária Histórica e Antigüidades da América Latina em sua residência no bairro carioca de Santa Teresa .",218,em 1960,relkj7666-799,0,TEMPO,TEMPO_CALEND,DATA,tempo,,
313,1075,relkj7666,16,"Através de suas constantes viagens pelo mundo, colecionou um vasto acervo de trajes típicos, fundando, em 1960 , o primeiro Museu de Indumentária Histórica e Antigüidades da América Latina | Museu de Indumentária Histórica e Antigüidades da América Latina em sua residência no bairro carioca de Santa Teresa .",218,Museu de Indumentária Histórica e Antigüidades da América Latina,relkj7666-800,1,LOCAL|ORGANIZACAO,HUMANO|INSTITUICAO,CONSTRUCAO|,local,,
314,1076,relkj7666,16,"Através de suas constantes viagens pelo mundo, colecionou um vasto acervo de trajes típicos, fundando, em 1960 , o primeiro Museu de Indumentária Histórica e Antigüidades da América Latina | Museu de Indumentária Histórica e Antigüidades da América Latina em sua residência no bairro carioca de Santa Teresa .",218,Museu de Indumentária Histórica e Antigüidades,relkj7666-800aa,2,LOCAL|ORGANIZACAO,HUMANO|INSTITUICAO,CONSTRUCAO|,local,,
315,1077,relkj7666,16,"Através de suas constantes viagens pelo mundo, colecionou um vasto acervo de trajes típicos, fundando, em 1960 , o primeiro Museu de Indumentária Histórica e Antigüidades da América Latina | Museu de Indumentária Histórica e Antigüidades da América Latina em sua residência no bairro carioca de Santa Teresa .",218,América Latina,relkj7666-802,3,LOCAL|LOCAL,HUMANO|FISICO,REGIAO|REGIAO,local,,
316,1078,relkj7666,16,"Através de suas constantes viagens pelo mundo, colecionou um vasto acervo de trajes típicos, fundando, em 1960 , o primeiro Museu de Indumentária Histórica e Antigüidades da América Latina | Museu de Indumentária Histórica e Antigüidades da América Latina em sua residência no bairro carioca de Santa Teresa .",218,Santa Teresa,relkj7666-803,4,LOCAL,HUMANO,DIVISAO,local,sede_de residencia_de incluido,relkj7666-800 relkj7666-364 relkj7666-208
317,1079,relkj7666,16,"Toda a coleção Sophia Jobim é doada ao Museu após a sua morte. Os trajes típicos são preservados na Reserva Técnica , os livros na Biblioteca e os 1.124 documentos textuais e iconográficos, inclusive livros de receitas de pratos regionais e álbuns de fotografia de eventos relacionados à trajetória da titular da coleção, estão à disposição do pesquisador no Arquivo Histórico .",219,Sophia Jobim,relkj7666-804,0,COISA|OBRA,OBJECTO|ARTE,,obra,ident ident,relkj7666-366 relkj7666-366
318,1080,relkj7666,16,"Toda a coleção Sophia Jobim é doada ao Museu após a sua morte. Os trajes típicos são preservados na Reserva Técnica , os livros na Biblioteca e os 1.124 documentos textuais e iconográficos, inclusive livros de receitas de pratos regionais e álbuns de fotografia de eventos relacionados à trajetória da titular da coleção, estão à disposição do pesquisador no Arquivo Histórico .",219,Museu,relkj7666-805,1,ORGANIZACAO,INSTITUICAO,,organizacao,proprietario_de ident proprietario_de proprietario_de proprietario_de,relkj7666-804 relkj7666-219 relkj7666-355 relkj7666-341 relkj7666-321
319,1081,relkj7666,16,"Toda a coleção Sophia Jobim é doada ao Museu após a sua morte. Os trajes típicos são preservados na Reserva Técnica , os livros na Biblioteca e os 1.124 documentos textuais e iconográficos, inclusive livros de receitas de pratos regionais e álbuns de fotografia de eventos relacionados à trajetória da titular da coleção, estão à disposição do pesquisador no Arquivo Histórico .",219,Reserva Técnica,relkj7666-806,2,LOCAL|ORGANIZACAO,HUMANO|INSTITUICAO,CONSTRUCAO|SUB,local,incluido ident,relkj7666-219 relkj7666-263
320,1082,relkj7666,16,"Toda a coleção Sophia Jobim é doada ao Museu após a sua morte. Os trajes típicos são preservados na Reserva Técnica , os livros na Biblioteca e os 1.124 documentos textuais e iconográficos, inclusive livros de receitas de pratos regionais e álbuns de fotografia de eventos relacionados à trajetória da titular da coleção, estão à disposição do pesquisador no Arquivo Histórico .",219,Biblioteca,relkj7666-807,3,LOCAL|ORGANIZACAO,HUMANO|INSTITUICAO,CONSTRUCAO|SUB,local,ident ident,relkj7666-302 relkj7666-302
321,1083,relkj7666,16,"Toda a coleção Sophia Jobim é doada ao Museu após a sua morte. Os trajes típicos são preservados na Reserva Técnica , os livros na Biblioteca e os 1.124 documentos textuais e iconográficos, inclusive livros de receitas de pratos regionais e álbuns de fotografia de eventos relacionados à trajetória da titular da coleção, estão à disposição do pesquisador no Arquivo Histórico .",219,1.124,relkj7666-808,4,VALOR,QUANTIDADE,,valor,,
322,1084,relkj7666,16,"Toda a coleção Sophia Jobim é doada ao Museu após a sua morte. Os trajes típicos são preservados na Reserva Técnica , os livros na Biblioteca e os 1.124 documentos textuais e iconográficos, inclusive livros de receitas de pratos regionais e álbuns de fotografia de eventos relacionados à trajetória da titular da coleção, estão à disposição do pesquisador no Arquivo Histórico .",219,Arquivo Histórico,relkj7666-809,5,LOCAL|ORGANIZACAO,HUMANO|INSTITUICAO,CONSTRUCAO|,local,ident ident,relkj7666-299 relkj7666-299
323,1085,relkj7666,16,"Já a coleção de uniformes militares é composta por 836 documentos iconográficos, dos quais destacam-se 228 aquarelas de autoria de José Wasth Rodrigues ; álbuns de aquarelas, do século XVIII , de uniformes militares do período colonial e de desenhos copiados de modelos de uniformes existentes no Arquivo Histórico e Colonial de Lisboa | Arquivo Histórico e Colonial de Lisboa . O valor documental destas obras reside na constituição dos traços da indumentária militar brasileira, do período colonial ao republicano , tornando-se fonte de consulta obrigatória com relação a este tema.",220,836,relkj7666-810,0,VALOR,QUANTIDADE,,valor,,
324,1086,relkj7666,16,"Já a coleção de uniformes militares é composta por 836 documentos iconográficos, dos quais destacam-se 228 aquarelas de autoria de José Wasth Rodrigues ; álbuns de aquarelas, do século XVIII , de uniformes militares do período colonial e de desenhos copiados de modelos de uniformes existentes no Arquivo Histórico e Colonial de Lisboa | Arquivo Histórico e Colonial de Lisboa . O valor documental destas obras reside na constituição dos traços da indumentária militar brasileira, do período colonial ao republicano , tornando-se fonte de consulta obrigatória com relação a este tema.",220,228,relkj7666-811,1,VALOR,QUANTIDADE,,valor,,
325,1087,relkj7666,16,"Já a coleção de uniformes militares é composta por 836 documentos iconográficos, dos quais destacam-se 228 aquarelas de autoria de José Wasth Rodrigues ; álbuns de aquarelas, do século XVIII , de uniformes militares do período colonial e de desenhos copiados de modelos de uniformes existentes no Arquivo Histórico e Colonial de Lisboa | Arquivo Histórico e Colonial de Lisboa . O valor documental destas obras reside na constituição dos traços da indumentária militar brasileira, do período colonial ao republicano , tornando-se fonte de consulta obrigatória com relação a este tema.",220,José Wasth Rodrigues,relkj7666-812,2,PESSOA,INDIVIDUAL,,individuo,,
326,1088,relkj7666,16,"Já a coleção de uniformes militares é composta por 836 documentos iconográficos, dos quais destacam-se 228 aquarelas de autoria de José Wasth Rodrigues ; álbuns de aquarelas, do século XVIII , de uniformes militares do período colonial e de desenhos copiados de modelos de uniformes existentes no Arquivo Histórico e Colonial de Lisboa | Arquivo Histórico e Colonial de Lisboa . O valor documental destas obras reside na constituição dos traços da indumentária militar brasileira, do período colonial ao republicano , tornando-se fonte de consulta obrigatória com relação a este tema.",220,do século XVIII,relkj7666-813,3,TEMPO,TEMPO_CALEND,DATA,tempo,,
327,1089,relkj7666,16,"Já a coleção de uniformes militares é composta por 836 documentos iconográficos, dos quais destacam-se 228 aquarelas de autoria de José Wasth Rodrigues ; álbuns de aquarelas, do século XVIII , de uniformes militares do período colonial e de desenhos copiados de modelos de uniformes existentes no Arquivo Histórico e Colonial de Lisboa | Arquivo Histórico e Colonial de Lisboa . O valor documental destas obras reside na constituição dos traços da indumentária militar brasileira, do período colonial ao republicano , tornando-se fonte de consulta obrigatória com relação a este tema.",220,Arquivo Histórico e Colonial de Lisboa,relkj7666-814,4,ORGANIZACAO,INSTITUICAO,,organizacao,,
328,1090,relkj7666,16,"Já a coleção de uniformes militares é composta por 836 documentos iconográficos, dos quais destacam-se 228 aquarelas de autoria de José Wasth Rodrigues ; álbuns de aquarelas, do século XVIII , de uniformes militares do período colonial e de desenhos copiados de modelos de uniformes existentes no Arquivo Histórico e Colonial de Lisboa | Arquivo Histórico e Colonial de Lisboa . O valor documental destas obras reside na constituição dos traços da indumentária militar brasileira, do período colonial ao republicano , tornando-se fonte de consulta obrigatória com relação a este tema.",220,Arquivo Histórico e Colonial,relkj7666-814aa,5,ORGANIZACAO,INSTITUICAO,,organizacao,,
329,1091,relkj7666,16,"Já a coleção de uniformes militares é composta por 836 documentos iconográficos, dos quais destacam-se 228 aquarelas de autoria de José Wasth Rodrigues ; álbuns de aquarelas, do século XVIII , de uniformes militares do período colonial e de desenhos copiados de modelos de uniformes existentes no Arquivo Histórico e Colonial de Lisboa | Arquivo Histórico e Colonial de Lisboa . O valor documental destas obras reside na constituição dos traços da indumentária militar brasileira, do período colonial ao republicano , tornando-se fonte de consulta obrigatória com relação a este tema.",220,Lisboa,relkj7666-816,6,LOCAL,HUMANO,DIVISAO,local,incluido,relkj7666-240
330,1092,relkj7666,16,Juan Gutierrez,221,Juan Gutierrez,relkj7666-817,0,PESSOA,INDIVIDUAL,,individuo,,
331,1093,relkj7666,16,Documentou a Revolta da Armada ( 1893/94 ),222,Revolta da Armada,relkj7666-818,0,ACONTECIMENTO,EFEMERIDE,,acontecimento,,
332,1094,relkj7666,16,Documentou a Revolta da Armada ( 1893/94 ),222,1893/94,relkj7666-819,1,TEMPO,TEMPO_CALEND,INTERVALO,tempo,data_de,relkj7666-818
333,1095,relkj7666,16,"Cerca de 10.200 fotografias, entre as quais os primeiros processos fotográficos, como daguerreótipos e ambrotipos, integram o acervo do Arquivo Histórico . São fotografias de Marc Ferrez e Augusto Malta , além de cartões postais de diversas épocas. Destaque para a "" Coleção Juan Gutierrez "". Fotógrafo espanhol, Gutierrez atuou no Rio de Janeiro entre 1880 e 1890 . Documentou a Revolta da Armada ( 1893/94 ), retratando as fortificações, os soldados e o armamento utilizado sem, contudo, apresentar cenas do embate. Suas lentes captaram, ainda, vistas de vários bairros da antiga cidade do Rio de Janeiro , reproduzindo sua arquitetura e seu cotidiano. Conheça toda a coleção de fotografias de Gutierrez em nossa Galeria Virtual . Desenhos, gravuras e aquarelas de importantes artistas como Rugendas , Debret , Norfini e Reis Carvalho , retratam cidades e paisagens brasileiras ao longo dos séculos XIX e XX , estando também preservados no Arquivo Histórico .",223,Cerca de 10.200,relkj7666-820,0,VALOR,QUANTIDADE,,valor,,
334,1096,relkj7666,16,"Cerca de 10.200 fotografias, entre as quais os primeiros processos fotográficos, como daguerreótipos e ambrotipos, integram o acervo do Arquivo Histórico . São fotografias de Marc Ferrez e Augusto Malta , além de cartões postais de diversas épocas. Destaque para a "" Coleção Juan Gutierrez "". Fotógrafo espanhol, Gutierrez atuou no Rio de Janeiro entre 1880 e 1890 . Documentou a Revolta da Armada ( 1893/94 ), retratando as fortificações, os soldados e o armamento utilizado sem, contudo, apresentar cenas do embate. Suas lentes captaram, ainda, vistas de vários bairros da antiga cidade do Rio de Janeiro , reproduzindo sua arquitetura e seu cotidiano. Conheça toda a coleção de fotografias de Gutierrez em nossa Galeria Virtual . Desenhos, gravuras e aquarelas de importantes artistas como Rugendas , Debret , Norfini e Reis Carvalho , retratam cidades e paisagens brasileiras ao longo dos séculos XIX e XX , estando também preservados no Arquivo Histórico .",223,Arquivo Histórico,relkj7666-10,1,ORGANIZACAO,INSTITUICAO,,organizacao,ident,relkj7666-305
335,1097,relkj7666,16,"Cerca de 10.200 fotografias, entre as quais os primeiros processos fotográficos, como daguerreótipos e ambrotipos, integram o acervo do Arquivo Histórico . São fotografias de Marc Ferrez e Augusto Malta , além de cartões postais de diversas épocas. Destaque para a "" Coleção Juan Gutierrez "". Fotógrafo espanhol, Gutierrez atuou no Rio de Janeiro entre 1880 e 1890 . Documentou a Revolta da Armada ( 1893/94 ), retratando as fortificações, os soldados e o armamento utilizado sem, contudo, apresentar cenas do embate. Suas lentes captaram, ainda, vistas de vários bairros da antiga cidade do Rio de Janeiro , reproduzindo sua arquitetura e seu cotidiano. Conheça toda a coleção de fotografias de Gutierrez em nossa Galeria Virtual . Desenhos, gravuras e aquarelas de importantes artistas como Rugendas , Debret , Norfini e Reis Carvalho , retratam cidades e paisagens brasileiras ao longo dos séculos XIX e XX , estando também preservados no Arquivo Histórico .",223,Marc Ferrez,relkj7666-11,2,PESSOA,INDIVIDUAL,,individuo,,
336,1098,relkj7666,16,"Cerca de 10.200 fotografias, entre as quais os primeiros processos fotográficos, como daguerreótipos e ambrotipos, integram o acervo do Arquivo Histórico . São fotografias de Marc Ferrez e Augusto Malta , além de cartões postais de diversas épocas. Destaque para a "" Coleção Juan Gutierrez "". Fotógrafo espanhol, Gutierrez atuou no Rio de Janeiro entre 1880 e 1890 . Documentou a Revolta da Armada ( 1893/94 ), retratando as fortificações, os soldados e o armamento utilizado sem, contudo, apresentar cenas do embate. Suas lentes captaram, ainda, vistas de vários bairros da antiga cidade do Rio de Janeiro , reproduzindo sua arquitetura e seu cotidiano. Conheça toda a coleção de fotografias de Gutierrez em nossa Galeria Virtual . Desenhos, gravuras e aquarelas de importantes artistas como Rugendas , Debret , Norfini e Reis Carvalho , retratam cidades e paisagens brasileiras ao longo dos séculos XIX e XX , estando também preservados no Arquivo Histórico .",223,Augusto Malta,relkj7666-12,3,PESSOA,INDIVIDUAL,,individuo,,
